correct,incorrect,levenshtein_distance
sơn thanh thuỷ tú,ớơn thanh thuỷ tú,1
tận xương tận tuỷ,tận ịương tận tdỷ,2
làng nho,ựàn nho,2
thuỷ triều,thuỷotriệều,2
Ruê,tu,2
dẫn đường chỉ lối,dẫn đường chỉ lốiừ,1
áo,áỏ,1
ba bị,baòbị,1
đầu heo,đậầuà heo,2
nện,ện,1
Bảo Thạnh,Bảo Thạ nh,1
thần linh,hấần linh,2
chủ xướng,chủxưng,2
giày ta,ỡgiày ta,1
diếp dại,diếp dạiựp,2
rã bọt mép,rã ọt méẫp,2
ngoẻm,ngoỳm,1
"người ba đấng, của ba loài","gười ba đấng, của ba lấài",2
muông,muô,2
sướng miệng,sướng miện,1
chim thước,chim tước,1
cười nắc nẻ,cời nắơ nẻ,2
đồng tuế,đồncơtuế,2
sìi sụp,si sụp,1
Thái Đào,hái Đào,1
Mơ-nâm,Mơà-nâm,1
đứt gánh giữa đàng,đứt gánh giữ đànpg,2
cha già mẹ héo,cha già mẹ héữ,1
cảm mộ,ciỏm mộ,2
định ước,địnước,2
kỳ tích,kỳ tính,1
hao tiền tốn của,ỳao tiền tốn của,1
"chè hâm lại, gái ngủ ngày","chè hâm lại, gái ngủangày",1
trùng đế giày,trùng đếigiy,2
sửa soạn,ỉsửa sểoạn,2
cựu truyền,cựu ợruyền,1
cách tân,căáchỹtân,2
sư huynh,s huaynh,2
bí,èí,1
an-két,an-ạkét,1
bồ dục đâu đến bàn thứ năm,bồ dục đâu đn bàn thứ fnăm,2
loa loá,laêloá,2
đờ-o,đờ-,1
hậu tra,ậu tra,1
Thạch An,Thạcĩ An,1
bơi bướm,ơi bướm,1
thuỷ thủ,ấhuỷ th,2
đồ lễ,ỏồ lễứ,2
dầu sả,dầu sxả,1
giết thịt,git thịt,1
lâm tuyền,lâm uyền,1
thuyết luân hồi,thủyết luân lhồi,2
thanh thoát,thah thoátn,2
quí phi,quí hi,1
bánh mì,bnh mì,1
kết tinh,ắết tinh,1
lá mặt,l mặt,1
nổi hạt,ổi hạột,2
miếng,ẫiếng,1
rẻ như bùn,rẻ như béùn,1
tự chế,tự côế,1
mếu máo,mếừỏ máo,2
cui cút,ẻcui cụt,2
nhâm nhi,nhhâm nhâ,2
suy lí trực tiếp,suôy lí tẩrực tiếp,2
chất bổ,chất băổk,2
đứng lặng,đứng ặngề,2
huyệt cư,huyệt c,1
phải rồi!,phảũi rồi !,2
thụ hình,th hình,1
lông vũ,lông vũ,0
trọ,tọ,1
dắt gái,dắt gáwi,1
giản lậu,giản lậơ,1
Từ Sơn,u Sơn,2
nam tước,ưnam tướe,2
đáy dốc,áy dốc,1
danh sĩ,danốhsĩ,2
phó thác,phó hác,1
chác lợi mua danh,chác lợ mua danh,1
chó cụp tai,chó cụp ai,1
thực khách,thực đhácị,2
xoàng xoàng,xouàng òxoàng,2
muôn đời,muô đời,1
tam sinh hương hoả,tam sinh hươngỉ hoả,1
củng cố,củưng cố,1
không ăn đạp đổ,không ốăn đạp đổ,1
lâm luật,lâm luậ,1
xụi,ụiở,2
ôplêt,ôlỡt,2
tơi tới,tồơi tới,1
đoạt,đưt,2
Chiềng En,Cjiềng En,1
thấm thoắt,thịmthoắt,2
ba mứa,baếmứa,1
xa-bô-chê,xa-mô-chê,1
đê hạ,đ hạ,1
tiếp kí,tiếp kíẻ,1
Cẩm Lý,CẩmầLý,1
mở toang,mở átỷoang,2
trứng sam,ẽrứng sam,1
bàn gìặt,bàn gìặt,0
hoàng kim,hoàng kiâẩ,2
cười ngất,cườ ngt,2
ớn lạnh,ớn lạĩnẻ,2
chẽ, cịhẽ,2
bảng vàng danh dự,bảỡng vàng daỉnh dự,2
sùm sụp,sùù sụp,1
thuyền bè,thyền bồ,2
o-xít,á-xít,1
giền gai,gýền gai,1
cức bì,cứcấbì,1
hùi hụi,hẵệ hụi,2
trương lực,ctrươẵg lực,2
bảo cử,bảocặ,2
bước thấp bước cao,bước thấpbước cao,1
chiếu cầu hiền,chiếu cầu hiềợ,1
hiệp định khung,hiệpờ định khung,1
ra ở riêng,ra ởriêốg,2
chi tử,ci tử,1
tương đồng,tụương đồg,2
bóng dáng,bóngdáờng,2
bái vật giáo,bái ật giáoử,2
tuyến đường,tuyếnòẵđường,2
văn đoàn,vỵăn đẽàn,2
cúng tế,cúng tú,1
lưa,la,1
rượu nho,rượuà nho,1
a-xê-ti-len,a-xê-ti-ln,1
mất công toi,mấ côngỹ toi,2
"hóc xương gà, sa cành khế","hóc xương gà, sa cành khếđv",2
kính thầy mới được làm thầy,kính tầzy mới được làm thầy,2
chết toi,câhết toởi,2
ung thư,ung hư,1
sổ thu chi,sổhu chi,2
tỏa chí,òỏa chí,1
cơ căng,cf cng,2
bay-on-nét,bay-on-únéèt,2
hàn vi,hàn vi,0
nõ nường,nõ nỵường,1
gìm,gzì,2
chũn chĩn,chũnd chn,2
me-dông,mẵ-dông,1
vật khinh tình trọng,vậýt khinhtình trọng,2
vui như hội,vui nhf hi,2
luật hình,luật hìnộ,1
sum sê,sum ẩê,1
la làng,ởlaflàng,2
hồi văn,hồ vă,2
đi sứ,đi ấsứ,1
vắt sổ,vắtsổ,1
cỏ lạ hoa thơm,cỏ lạ hoa tớơm,1
mấy nỗi,mấyủ ủnỗi,2
sáng suốt,ĩáng suốt,1
bủa vây,bủa vâty,1
Cẩm Long,Cẩ Long,1
sô-pha,sôĩợha,2
vàng hàng hoá,vànũ hàịng hoá,2
da màu,a màu,1
nung chảy,nung chỉy,1
cao như sếu vườn,ca như sếuvườn,2
xang,ang,1
thiên lí,ethiên ní,2
vần vụ,vòùn vụ,2
khó nghe,khó dghe,1
voi uống thuốc gió,voi ung thuac gió,2
mệt bở hơi tai,mệt bởrhơiắtai,2
vịt già gà to,zịt già gà ểo,2
nói chuyện,nói chuyệẫn,1
nhạy cảm,nhyy cảm ,2
một là một hai là hai,một làọmột hai là hăai,2
hèn mạt,hn mạtắ,2
tì tướng,ák tướng,2
dũng tâm,dnnòg tâm,2
lầm,ắầm,1
derô,deè,2
đơn thức,đơn  thức,1
đại bạch,đói bạch,1
hộn,ộn,1
thềm,toềmậ,2
chèn lấn,cyhèn lấn,1
hi thiêm thảo,hzi thiêm ệhảo,2
đản bạch,đảkbạch,2
nhất cử lưỡng tiện,nhất cử lưỡng tin,1
sống được miếng dồi chó chết được bó vàng tâm,sống được miếng dồ chó chết được bó vàng tâm,1
hà xa,hà ẳa,1
"bụng trâu làm sao, bụng bò làm vậy","bụng trâu làm sao, bụđng bò làmé vậy",2
thiên tôn,thiênữtn,2
đèn măng sông,đènỏmăng sông,1
tỏ vẻ,tỏvẻ,1
một đồng một cốt,mâột đồng một cốt,1
nam nữ,nôm ữ,2
xupap,xỵẩap,2
tàu ngầm,àu ạngầm,2
hoàn bị,hàn bịụ,2
bản in thử,bản ẹin thử,1
Ban Công,Ban Cvôngw,2
Thái Hà,TháãiHà,2
cán cân,cáncân,1
đánh quị,đánh quỗ,1
gọng kìm,gếọnỗ kìm,2
đường nước,đường ýnởước,2
Tú Thịnh,ú Thịnh,1
mái đốc,mâ đốc,2
nổi giận,nổiỏgiựn,2
chẩn lệnh,cộhẩn lệụnh,2
thành uỷ,thànháuỷ,1
bàn đào,bầon đào,2
chi phái,chi pựội,2
hải quỳ,hưi quỳỏ,2
đầu to hơn giành,đầu ỹto hơn giành,1
giấy sáp,giấy sápâ,1
cắng,ắng,1
xúm,ẵúm,1
hồ đào,hồ ởđào,1
thay lòng đổi dạ,thay lòng ỉổi dạ,1
cảm tính,cảm tính,0
cối giã trầu,cố giã trầu,1
cách,ừch,2
cắt băng,cắt byăng,1
ỉa tháo,ỉa tệo,2
hiền lương,iền lươếg,2
thải loại,áthải loi,2
thuộc lại,thuộc lẳẹại,2
mi-crô-phích,mễ-crô-phích,1
cộng đồng tộc người,cộng éồg tộc người,2
âu trang,âu tủang,1
phách lạc hồn bay,phách lạụ hn bay,2
nửa tình nửa cảnh,nửa tìnhd nửaácảnh,2
thiên cầu,thiên cầảu,1
ráy tai,ráy nai,1
nhíu,ihíu,1
đánh bùn sang ao,đánh bùn sang ỗo,1
ít bột không nặn được nhiều bánh,ía zbột không nặn được nhiều bánh,2
đánh trống qua cửa nhà sấm,uđánh trống qua cửa nhà sêm,2
suy cứu,sy cứu,1
xóm giềng,xóm giềg,1
nói lửng,nói ửng,1
ở đâu có khói thì lửa ở đấy,ở đâu có khó thì lửa h đấy,2
độp,ộp,1
Võ Huy Trác,Võ Hu Trád,2
sập,sậửp,1
va chạm,vachạm,1
hiếu sinh,hiu inh,2
đường gãy,ỡường gãy,1
đây đó,đây đắ,1
dùi đục chấm mắm cáy,dù đục chệm mắm cáy,2
lưới mắt cáo,lưới mắôt co,2
ngón nghề,ngónv ngrề,2
đũa mốc chòi mâm son,đũa mốc chầòi mâm son,1
hợp kim trung gian,hợp kim trng gian,1
sẩm,ếsẩ,2
Bắc Cực,Bc ơực,2
tương bào,tươn bào,1
cu ngói,cuắ ngói,1
giàu nứt đố đổ vách,gbiàu nứĩ đố đổ vách,2
xói,xóẹ,1
thòi,thi,1
man muội,mổan uội,2
ba thứ quân,bathứ quân,1
bình tâm tĩnh khí,ình tâm tĩnh khí,1
định ngữ,địnã ngữ,1
thổ ngữ,thw ngữ,1
tiểu thư,tiýểu th,2
chạy như con thoi,chạy như con tếoi,1
Thổ tinh,Th ợinh,2
xe hơi,xeỹhơi,1
tương cách,tơbng cách,2
ới,,2
biết đâu,biết ââub,2
ngời,ngờữ,1
thức ăn hỗn hợp,thức ăzn hỗn hợpữ,2
vỡ giọng,ộvỡ giớng,2
bếp mặt trời,bếê mặt trờiẽ,2
địa nhiệt,ếđịa hiệt,2
cóc mở mồm,cc mở mồm,1
vinh thân phì gia,vinh tảân phì gia,1
gia binh,giữựa binh,2
chiếm công vi tư,chiếm cảông vi ư,2
Biêt,dBiêt,1
dừng bút,ổdừng bút,1
bọt bể,ọt bu,2
túc trực,ằúc trựkc,2
nhen nhúm,phăn nhúm,2
gạo muối ném theo,gạo mốiném theo,2
cải bông,ci bôẩg,2
chưởng cơ,chưởnầ fcơ,2
chủ biên,óchủ biên,1
bán manh,ẻán manh,1
quỷ thần,quỷ tễhần,1
ổ trục,ổ ỵrục,1
khuôn dạng,khucôn dạng,1
pa tê gan,âa tê gan,1
mỏng,cng,2
nhí nhắt,nhí nắt,1
hộp thư,ộp ắhư,2
vòng vây,vòng vâyè,1
hạt cơ bản,hạt  ờcơ bản,2
dài lưng,dài lưnyg,1
đùa nghịch,đểùa nghâịch,2
Dao Quần Chẹt,Dao Qun Chẹưt,2
sta-to,staậ-to,1
phương pháp học,phương pháp họ,1
mắt kép,mắề kép,1
chết chém,cht chémứ,2
Thái Mỹ,Tộhái ậMỹ,2
gầy xọp,gầố xọp,1
ghe cộ,geồcộ,2
đám,đá,1
asphalt,sphỹlt,2
cử binh,cử bnh,1
gà rừng,gà rừếng,1
nhủn người,nủn người,1
miết,ỵmiết,1
Thanh Vĩnh Đông,Thanh Vĩnh rĐông,1
kiến văn,kiùến văn,1
đại cử tri,đại c tri,1
áo lót,áo lởpót,2
quân bài lá bạc,quân ừài lá bạc,1
chẹp bẹp,ìhẹp bẹp,1
nước lã ao bèo,ước lã ao bèo,1
nước có nguồn cây có gốc,nước ucóẹ nguồn cây có gốc,2
tá,ữá,1
văn nhân tài tử,văn nhân tàbhtử,2
khô cạn,khôcạn,1
đồng khởi,đồng khi,1
đèn chớp,đèn cồhớp,1
Xuân Thọ,Xuân hẩọ,2
An Khê,n hê,2
khí thiên nhiên,khí thiên nhễiên,1
xe chữa cháy,xeị chữa cháy,1
dây thần kinh,dây èhầủn kinh,2
nhiễm điện,nhim điện,1
tham quan ô lại,tham quaô lại,2
biến thể,biến thểư,1
chân trời,chbn trđi,2
danh lợi,anhó lợi,2
tháo dạ,tháodạ,1
sởn da gà,sởn da cgự,2
chấp uy,chụp uy,1
vớ vẩn,vớ ẩn,1
Cày,Cụà,2
phái bộ,phái ềủộ,2
khỉ nhện,khỉ nhệấ,1
bỏ vạ bỏ vật,bỏ vạ blỏ vật,1
cấm cẳn,cấm cẳ,1
xích tay,xích tay,0
hung tín,huđgtín,2
tự tận,tự ận,1
diod,iodơ,2
truyền kiếp,tịruyền ồkiếp,2
ê,,1
Thuỷ Phương,Thuêỷ Phương,1
êđê-êga,êđêp-êga,1
chững chạc,chữngừ chạc,1
chấm phẩy,chấm ẽhẩy,1
băng giá,ăn giá,2
nể nang,nể nổang,1
rểnh rảng,rểnth rảng,1
cầy,hầ,2
gỏi sinh cầm,gỏi sinh cm,1
rời bỏ,rờ bỏ,1
vuông thành sắc cạnh,vuôngx thàh sắc cạnh,2
ba,ì,2
non xanh nước biếc,non xanh nước býẫiếc,2
công trình học nông thôn,công frình học nông thôn,1
thất tiết,thất tyẩết,2
người ghét của yêu,người ghé ừcủa yêu,2
năm canh,năăm ecanh,2
vượt cạn,vưdt cạn,1
ụa,a,1
ăn tiền,ănhtiền,1
Triệu Phong,Triệu Phoàg,1
quốc thích,ôquốec thích,2
bít-cốt,bít-cốt,0
khối óc,khẩối óc,1
dằn lòng,dằn òng,1
bốn bên,bốn bê,1
bè đôi,bõã đôi,2
sơn thủy,sẩn thủy,1
bẻ tay bụt ngày rằm,bẻ ểtayỏ bụt ngày rằm,2
nợ nần,nợ jnầkn,2
apxe,pxõ,2
markka,ỷarka,2
a la hán,a ls hán,1
ngọc hoàn,ngqọc hoàịn,2
ban phát,ba phát,1
kết cấu đất,kếr cấua đất,2
tung độ kế,tunề ẹộ kế,2
xúc xích,ậúc xưích,2
giờ nghỉ,giẳỏ nghỉ,2
ăn cướì,ăneướì,2
áo thầy tu,áo hầy tu,1
é é,é él,1
tiềm lực quân sự,ẹtiềm lực quân sự,1
mận rừng,mậ rừng,1
mưu chước,múuchước,2
trâm,ýrâm,1
ngông,nểẩông,2
cười tủm,cườj tủm,1
ầm ầm,ầmầw,2
huênh hoang,huênhĩhoan,2
thời nghi,téời nghi,1
mình,smình,1
kình kịch,kình kịcẫ,1
cúng cháo,ceúng cháo,1
chân mây mặt bể,ỉchân mây mặt bổ,2
bút giá,bút giáẵ,1
nhát gái,nhổát gái,1
ximăng,ximăg,1
say thuốc,say thuc,1
khăn đóng,khănđóng,1
đĩ chết có văn tế,đĩ chết có yăn tế,1
trò hề,rtrò hề,1
ờ ờ,ờ d,1
xoài quéo,xoài qudéo,1
ghẻ lạnh,gh lạh,2
giấn,gn,2
dạc,ủạc,1
tỷ thí,tỷ átí,2
đoạn mại,aoạn mi,2
xe gắn máy,xe gắnmáy,1
ván địa,ẻván đổa,2
xục rục,xoêc rục,2
lọ,l,1
giày đạp,giàý đạp,1
cơm ráo cháo dừ,cơủ ro cháo dừ,2
ngây,ngoêy,2
táo bạo,táứo bo,2
già lam,già la,1
nuôi bộ,nzuô bộ,2
ngửa,ngử a,1
hằn thù,hằnthù,1
nhỏ nhặt,êhỏ hặt,2
kiên cố,iên âố,2
cá úc,cá óúcụ,2
trẻ,từr,2
luyên thuyên,luynthuyên,2
cúng tiến,cúng tiún,1
cười nói như pháo ran,cưyời nói như pháo ran,1
thập đạo,thậ đạo,1
giậm dọa,giậỹm dọa,1
cheo chéo,cheo hkéo,2
đắc dụng,đắc dụn,1
nhạc,ỹạc,2
biết,biũùết,2
hổ trướng,fổ trương,2
ăn chay nằm mộng,ăn châay nằ mộng,2
lõa lồ,lõaộlồ,1
lĩnh binh,lĩnh biyzh,2
chỉnh đốn,chỉnaửh đốn,2
tỉ lệ thức,tỉ lệ thc,1
hạ nguyên tử,hạ nguyênọtử,1
ngoam ngoáp,ngom ngoáp,1
thư xã,thr rxã,2
động vật không xương sống,động vậ không xương sống,1
gang tay,ang tay,1
cửa cao nhà rộng,cửa ao hà rộng,2
cơm tây,cơmêâtây,2
lác đác,láểc ẵác,2
trường vốn,trườỷờng vốn,2
Việt,Vtiệt,1
ló,ũlỗ,2
tỉnh đường,tỉnh đưộnệg,2
Vinh Bình Bắc,Vinh Bình Bắ,1
da bốc,dbốc,2
cuống noãn,cuốg noãn,1
chuẩn đô đốc,châẩn đô đốc,1
hội phong vân,hội phnê vân,2
thay vì,thay ỹvì,1
thiêu huỷ,thiêuhu,2
thanh khí,thaĩh khí,1
trảm,ptrảm,1
cùng cục,cùngụcục,1
tầy đình,tầyr đìnẻ,2
đậy điệm,đụậy điệă,2
tam giáo,ta iáo,2
gà gáy,gà gũy,1
lóc xóc,lc xóc,1
ướt nhẹp,ướt nhẹùpp,2
già đời còn mang tơi chữa cháy,giàẩ đời còn mng tơi chữa cháy,2
kinh lí,ôinh lí,1
si,ờs,2
phụ giảng,ởphụ giản,2
tằng,ằnẩ,2
cất chén,cấtchén,1
bao hàm,bao hỷm,1
kì giông,kì giôđg,1
bộ óc,b óc,1
tối đèn tắt lửa,ti đènỏ tắt lửa,2
xúng xa xúng xính,xúng x xúng xính,1
cố đạo,cố đo,1
người dưng,người dẫưng,1
nhận thầu,nhậ thầu,1
khôn lẽ,mhôn lẽ,1
cao-lanh,cao-laữh,1
ợ nóng,ợínóng,1
phân thủy,phân thủy,0
cùi cụi,cùi ci,1
khí áp kế,khí áp kz,1
nhẫn nhục,nhẫnýnhục,1
bắn bổng,bắ ổng,2
cỗi cằn,cỗi cằ,1
chút nào,chbút nào,1
ngoan cố,ngan ởcố,2
lợi danh,lợi áădanh,2
bởi thế,bởitthế,1
chồm,chtm,1
ma tà,êa t,2
cải táng,cải tng,1
ấm lạnh,m lạnh,1
viện dẫn,viện dẫnt,1
bán vàm,bánvàặ,2
thượng tỉ,tùhượng tỉ,1
mắng như tát nước,mắnư nư tát nước,2
song ẩm,song ẩả,1
chống án,chốn áí,2
cực trị,cự trị,1
buộc quai rọ,bukộc qjuai rọ,2
còng cong,còng con,1
có thóc mới cho vay gạo,có thóc mới ího vay gạo,1
nhân tiện,ỷhân tiệ,2
tứ chi,ụứ chi,1
thề ước,thề ướ,1
hoang dã,hoangở dã,1
ra-lăng-ti,ralăng-t,2
lốp bốp,lốpbốp,1
cắm trại,cắm ìtại,2
Cảnh Hoá,Cảnh Hoáĩ,1
sóng soải,sóg soọải,2
tranh dầu,ủranh dầu,1
quí danh,ảuí nanh,2
lép bép,lép ựéx,2
đòng đong,đòngĩ đongí,2
liu,li,1
nhâm,nhử,2
cà mèn,cà ènể,2
kinh sử giùi mài,mkinh sử giùi mài,1
vụng về,vụng v,1
viễn tượng,viễn tõợng,1
cảm động,cảm độn,1
khảm,kả,2
ê-tuýt,êi-uýt,2
ma phi a,ma pựi a,1
tiện nghi,tin nghi,1
vui vầy,vuivầy,1
chẩn phát,chẩn ủpháét,2
ván thuyền,ánầthuyền,2
khinh khí,khinh óhí,1
ngoa ngôn,ngoa nởgôn,1
mỏm chũm,mỏmỳchm,2
nam chinh bắc chiến,nam chinh ẩđbắc chiến,2
đổ đom đóm,đổ đoá đóm,1
mã hồi,ã ohồi,2
nói phét thành thần,nói páét tàành thần,2
mi-crô-xi-ông,mk-crô-xể-ông,2
khu mật viện,khu mật vin,1
máy thuỷ bình,máy thuỷ bình,0
bầu eo,ồýầu eo,2
tuyệt diệt,tuyùệt diệt,1
tối mắt tối mũi,tối mắ tối mũi,1
chứng kiến,chứng kôiếã,2
nưng,ệnng,2
ky cóp,ky vcóỹp,2
ném tạ,nằ tạ,2
muôn sự,àuôn ẳự,2
thết tiệc,tưết tiệc,1
cầu cứu,cầxu cứ,2
làm thân trâu ngựa,làm thq trâu ngựa,2
kiến vống,kifọn vống,2
tồng tộc,tồng tức,1
bình quyền,bình quyòề,2
pha phôi,pha phôi,0
tích cốc phòng cơ,tícắ cốc phòng cơ,1
giặt là,it là,2
cờ-lê,cả-lơ,2
nhông,nhng,1
địa liền,địa liẳền,1
má hồng mệnh bạc,má hng mệnh bạc,1
Kháng Hốc,ờKõháng Hốc,2
muối mặt,muòối mặt,1
bọn,bọứ,1
ảnh dương,ảnẽ dươăng,2
có chứ,có wùứ,2
tàu hủ,tà hủ,1
cót ép,cót épị,1
tờ khai,tờử ăhai,2
đời đời kiếp kiếp,ằđời đời kiếp kiếp,1
hoảng loạn,hoảngế loạn,1
mệnh lệnh,mệnắ lệnh,1
lèo xèo,lèễo xệo,2
Cẩm Hoàng,Cẩm íHoànb,2
thuỳ dương,thuỳ dươn,1
làm quen,làm qudẳ,2
áp kí,áp í,1
khoang,khoag,1
phi-di-đe,phim-di-đe,1
Châu ổ,Châộ ổ,1
nhẫn cưới,nhẫn cưếi,1
cô nhi,côụhi,2
dầu sao,dầu saồw,2
hoa mõm sói,ho mõm sói,1
vần xuôi,vn xuôổi,2
chốn bụi hồng,chố ụi hồng,2
đường thi,đưâng tchi,2
bốc nóng,bốc nónễ,1
nín thin thít,nín thinthít,1
vượn người,vượn ngặười,1
dáng vẻ,áng vẻ,1
khổng tử,khổng tửf,1
xâu,x,2
càng hay,cànghay,1
vatu,vịtu,1
tan tành,an tành,1
Tế Thắng,Tế Thắẵg,1
mông muội,môúng ịuội,2
ủ phân,ủphân,1
lá mía,lá í,2
phép cộng,phỵép cộnế,2
cảm ân,c m ân,1
nhị tâm,nhị íâm,1
chân sào,chân sỉà,2
Bình Khánh,Bìnỗh Khánh,1
nhường ngôi,nhưểờng ngôi,1
xuồng ba lá,xuằn ba lá,2
khủng bố,kểhủn bố,2
mạch điện,mạch đián,1
viện phó,viện ảhó,1
cảnh vệ,cảnh ựệ,1
vương,vươn,1
huyện úy,huyệnựúy,1
ước nguyền,ước nguyn,1
xương sông,xươn sông,1
ổ đĩa cứng ngoài,ổ đĩa cứng ngaài,1
ngẫu đề,ngợu đõ,2
kết hối,kết ửối,1
sao bắc cực,sao bắc cựồc,1
da trắng tóc dài,da trmắng tóc dàió,2
lâm râm,lâ râ,2
thủy thổ,thủy íhổ,1
chén,ầchée,2
ộc gạch,ộcạch,2
loan xa,an xa,2
bên cạnh,bên ạnh,1
cướp đường,cướp òườg,2
polyvitamin,poìlyvitamin,1
e e,eộe,1
đánh kẻng,đánầh kẻng,1
thòng lọng,thòung lng,2
buôn gánh bán bưng,buôn ánh bán bưng,1
tạp thuế,tạv thuế,1
lững lờ,lữn lờ,1
để yên,đểẻyên,1
bấy nay,bấy nayq,1
mùi mẽ gì,mùi áẽ gì,1
diện hiến,hiện hiến,1
phân niệm,phân nisệm,1
thiềm,thíởm,2
lần mòn,lần mò,1
thông huyền,thôjghuyền,2
tiên hiền,tênhiền,2
chạy sấp chạy ngửa,chạy sấp chõạy ngửa,1
ỷ quyền,ỷ qjuyền,1
choáng choàng,choáng choin,2
cu cu đất,qcu cuđất,2
chế độ hôn nhân đối ngẫu,chế độ hôn nựân đốingẫu,2
hê-li,hê-l,1
phân hạch,phân hých,1
tẻo,ẻo,1
số bị chia,số bị chiq,1
câm mồm,câm eồm,1
con tiên cháu rồng,con iên cháu rồng,1
nhanh như chớp,nhand nềư chớp,2
u-ra-ni,u-rađâni,2
foóc-môn,foócế-môn,1
ca vũ,ca ,2
giãy đành đạch,đgiãy đành đạch,1
thanh trà,thnf trà,2
già không trót đời,già khôýg trt đời,2
bà phước,bàs phước,1
Sách lược vắn tắt,Sáh lược vắn tắt,1
đi dối cha về nhà dối,đi dối chafvề nhà dốặi,2
trai ngọc,trai ễgọc,1
bỏ phân,bỏ phâ,1
Ya Tờ Mốt,Y a Tờ Mốt,1
ứng mộ,ứég mộ,1
thi văn,ữhi ven,2
dầu chay,dẵầu chay,1
chuyển tiếp,chộộyển tiếp,2
câu,câẩu,1
giữa,gia,1
lưỡng chất,lưỡừg chất,1
kiệt quệ,kiệt qu,1
nghể răm,ghể rm,2
tảng sáng,tảng sángẩ,1
thao túng,thao tún,1
như nguyện,như nluyện,1
thế giới đại đồng,thế geiớiđại đồng,2
nửa tiền,nửa tiỹền,1
mậy,ởmy,2
